1169793144,0.19393,0.011971,9.92157,-0.396729,-0.679016,0.62561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.5,0,0,0,0,0,0,112.5,0,0,0,0,0,0,112.5,0,0,0,0,0,0,112.5,0,0,0,0,0,0,112.5,0,0,0,0,0,0,112.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1169813159,0.186748,-0.023942,9.87369,-0.228882,-0.656128,0.556946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.5,0,0,0,0,0,0,112.5,0,0,0,0,0,0,112.5,0,0,0,0,0,0,112.5,0,0,0,0,0,0,112.5,0,0,0,0,0,0,112.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1169833144,0.172383,-0.0143652,9.93354,-0.404358,-0.534058,0.495911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.5,0,0,0,0,0,0,112.5,0,0,0,0,0,0,112.5,0,0,0,0,0,0,112.5,0,0,0,0,0,0,112.5,0,0,0,0,0,0,112.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1169853144,0.155623,-0.0670376,9.93354,-0.366211,-0.663757,0.495911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.5,0,0,0,0,0,0,112.5,0,0,0,0,0,0,112.5,0,0,0,0,0,0,112.5,0,0,0,0,0,0,112.5,0,0,0,0,0,0,112.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1169873144,0.169988,-0.0430956,9.93354,-0.442505,-0.88501,0.389099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.5,0,0,0,0,0,0,112.5,0,0,0,0,0,0,112.5,0,0,0,0,0,0,112.5,0,0,0,0,0,0,112.5,0,0,0,0,0,0,112.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1169893144,0.1652,-0.0454898,9.91439,-0.259399,-0.656128,0.419617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.5,0,0,0,0,0,0,112.5,0,0,0,0,0,0,112.5,0,0,0,0,0,0,112.5,0,0,0,0,0,0,112.5,0,0,0,0,0,0,112.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1169913144,0.205901,-0.0526724,9.88087,-0.366211,-0.679016,0.549316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.5,0,0,0,0,0,0,112.5,0,0,0,0,0,0,112.5,0,0,0,0,0,0,112.5,0,0,0,0,0,0,112.5,0,0,0,0,0,0,112.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1169933148,0.1652,-0.0430956,9.92397,-0.297546,-0.663757,0.404358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.5,0,0,0,0,0,0,112.5,0,0,0,0,0,0,112.5,0,0,0,0,0,0,112.5,0,0,0,0,0,0,112.5,0,0,0,0,0,0,112.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1169953144,0.174777,-0.0335188,9.93594,-0.259399,-0.961304,0.442505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.5,0,0,0,0,0,0,112.5,0,0,0,0,0,0,112.5,0,0,0,0,0,0,112.5,0,0,0,0,0,0,112.5,0,0,0,0,0,0,112.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1169973144,0.184354,-0.0430956,9.9096,-0.335693,-0.854492,0.457764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.5,0,0,0,0,0,0,112.5,0,0,0,0,0,0,112.5,0,0,0,0,0,0,112.5,0,0,0,0,0,0,112.5,0,0,0,0,0,0,112.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
